ts,iso_time,dataset,instrument_id,bar,open,high,low,close,volume_contracts,volume_base,volume_quote
1774984980000,2026-03-31T19:23:00Z,candles,BTC-USDT-SWAP,1m,67894.2,67949.2,67894.1,67925.1,1530.73,15.3073,1039736.82533
1774985040000,2026-03-31T19:24:00Z,candles,BTC-USDT-SWAP,1m,67925.2,67937.3,67899,67899,659.84,6.5984,448106.92721
1774985100000,2026-03-31T19:25:00Z,candles,BTC-USDT-SWAP,1m,67899,67932.1,67894.1,67917.4,1832.53,18.3253,1244630.94585
1774985160000,2026-03-31T19:26:00Z,candles,BTC-USDT-SWAP,1m,67917.4,67925.8,67833,67840.8,2582.03,25.8203,1752037.10757
1774985220000,2026-03-31T19:27:00Z,candles,BTC-USDT-SWAP,1m,67840.8,67891.1,67828.8,67831.9,2627.93,26.2793,1782881.16982
1774985280000,2026-03-31T19:28:00Z,candles,BTC-USDT-SWAP,1m,67831.8,67871,67822.2,67863.1,1987.15,19.8715,1348224.68262
1774985340000,2026-03-31T19:29:00Z,candles,BTC-USDT-SWAP,1m,67863.1,67863.2,67842.1,67845.1,795.91,7.9591,540009.22449
1774985400000,2026-03-31T19:30:00Z,candles,BTC-USDT-SWAP,1m,67845.2,67906.8,67845.2,67853.1,2030.18,20.3018,1378088.59545
1774985460000,2026-03-31T19:31:00Z,candles,BTC-USDT-SWAP,1m,67853.1,67857.1,67801.7,67801.7,3425.81,34.2581,2323615.71049
1774985520000,2026-03-31T19:32:00Z,candles,BTC-USDT-SWAP,1m,67801.8,67811.6,67780.9,67802.5,3544.42,35.4442,2402979.63216
1774985580000,2026-03-31T19:33:00Z,candles,BTC-USDT-SWAP,1m,67802.6,67836.8,67802.5,67836.8,1700.06,17.0006,1153004.79308
1774985640000,2026-03-31T19:34:00Z,candles,BTC-USDT-SWAP,1m,67836.7,67843.7,67812.1,67815.3,1088.05,10.8805,737986.3826
1774985700000,2026-03-31T19:35:00Z,candles,BTC-USDT-SWAP,1m,67815.3,67834.4,67804.6,67819.1,1268.02,12.6802,859922.35961
1774985760000,2026-03-31T19:36:00Z,candles,BTC-USDT-SWAP,1m,67819.1,67866.7,67805.7,67833.1,1378.58,13.7858,935234.58568
1774985820000,2026-03-31T19:37:00Z,candles,BTC-USDT-SWAP,1m,67833.1,67846.7,67820,67820,951.25,9.5125,645294.67504
1774985880000,2026-03-31T19:38:00Z,candles,BTC-USDT-SWAP,1m,67820.1,67820.1,67782.4,67782.5,2551.2,25.512,1729926.47529
1774985940000,2026-03-31T19:39:00Z,candles,BTC-USDT-SWAP,1m,67782.5,67782.5,67708.8,67740.2,8554.2,85.542,5794298.75868
1774986000000,2026-03-31T19:40:00Z,candles,BTC-USDT-SWAP,1m,67740.1,67771.1,67662.7,67771.1,11107.21,111.0721,7519306.93822
1774986060000,2026-03-31T19:41:00Z,candles,BTC-USDT-SWAP,1m,67771.1,67773.5,67730.8,67730.9,1182.27,11.8227,800933.21659
1774986120000,2026-03-31T19:42:00Z,candles,BTC-USDT-SWAP,1m,67730.9,67732.4,67700.5,67726.1,1602.52,16.0252,1085288.98331
1774986180000,2026-03-31T19:43:00Z,candles,BTC-USDT-SWAP,1m,67726.2,67767,67726.1,67766.4,1207.21,12.0721,817868.31911
1774986240000,2026-03-31T19:44:00Z,candles,BTC-USDT-SWAP,1m,67766.5,67801.1,67766.4,67801,1767.92,17.6792,1198384.425
1774986300000,2026-03-31T19:45:00Z,candles,BTC-USDT-SWAP,1m,67801,67820,67782.4,67820,2132.47,21.3247,1445865.53239
1774986360000,2026-03-31T19:46:00Z,candles,BTC-USDT-SWAP,1m,67820,67857.5,67814.4,67857.4,1353.06,13.5306,917870.00159
1774986420000,2026-03-31T19:47:00Z,candles,BTC-USDT-SWAP,1m,67857.4,67920,67857.4,67917.5,3697.89,36.9789,2510686.39753
1774986480000,2026-03-31T19:48:00Z,candles,BTC-USDT-SWAP,1m,67917.4,67939.4,67917.4,67925.2,2746.29,27.4629,1865406.05711
1774986540000,2026-03-31T19:49:00Z,candles,BTC-USDT-SWAP,1m,67925.1,67925.2,67869.6,67882.4,1625.75,16.2575,1103763.73782
1774986600000,2026-03-31T19:50:00Z,candles,BTC-USDT-SWAP,1m,67882.5,67920.2,67862,67862,1819.44,18.1944,1235291.61084
1774986660000,2026-03-31T19:51:00Z,candles,BTC-USDT-SWAP,1m,67862,67878.2,67830.8,67833.5,2200.98,22.0098,1493444.51095
1774986720000,2026-03-31T19:52:00Z,candles,BTC-USDT-SWAP,1m,67833.4,67835.5,67767.5,67769.9,2481.66,24.8166,1682358.55596
1774986780000,2026-03-31T19:53:00Z,candles,BTC-USDT-SWAP,1m,67769.9,67850,67765,67836.4,2907.99,29.0799,1972145.32128
1774986840000,2026-03-31T19:54:00Z,candles,BTC-USDT-SWAP,1m,67836.4,67837.5,67796.9,67810.1,4277,42.77,2900143.1653
1774986900000,2026-03-31T19:55:00Z,candles,BTC-USDT-SWAP,1m,67810.2,67830.8,67777.9,67802.3,3282.8,32.828,2225736.97141
1774986960000,2026-03-31T19:56:00Z,candles,BTC-USDT-SWAP,1m,67802.3,67802.3,67727.4,67745,1552.89,15.5289,1052089.82125
1774987020000,2026-03-31T19:57:00Z,candles,BTC-USDT-SWAP,1m,67745,67780.9,67688.9,67780.9,3426.46,34.2646,2320532.92743
1774987080000,2026-03-31T19:58:00Z,candles,BTC-USDT-SWAP,1m,67780.8,67797.7,67772.7,67777.4,1267.63,12.6763,859254.08185
1774987140000,2026-03-31T19:59:00Z,candles,BTC-USDT-SWAP,1m,67777.4,67857.4,67767.6,67809.4,12585.17,125.8517,8534142.62965
1774987200000,2026-03-31T20:00:00Z,candles,BTC-USDT-SWAP,1m,67808.4,67866.7,67794.4,67856,9583.64,95.8364,6499945.24832
1774987260000,2026-03-31T20:01:00Z,candles,BTC-USDT-SWAP,1m,67855.9,67898.1,67828.6,67895.3,1507.54,15.0754,1023094.7661
1774987320000,2026-03-31T20:02:00Z,candles,BTC-USDT-SWAP,1m,67895.2,67900,67865.3,67874.6,2361.99,23.6199,1603572.99596
1774987380000,2026-03-31T20:03:00Z,candles,BTC-USDT-SWAP,1m,67874.6,67881.2,67832.8,67851,1808.72,18.0872,1227279.89406
1774987440000,2026-03-31T20:04:00Z,candles,BTC-USDT-SWAP,1m,67851,67916.7,67850.9,67916.7,1429.98,14.2998,970671.42177
1774987500000,2026-03-31T20:05:00Z,candles,BTC-USDT-SWAP,1m,67916.7,67950,67901.2,67946.6,2997.1,29.971,2035811.10053
1774987560000,2026-03-31T20:06:00Z,candles,BTC-USDT-SWAP,1m,67946.5,68063.5,67942.5,67986,18089.35,180.8935,12301688.32776
1774987620000,2026-03-31T20:07:00Z,candles,BTC-USDT-SWAP,1m,67986,68037,67955.5,68037,15122.83,151.2283,10283034.14025
1774987680000,2026-03-31T20:08:00Z,candles,BTC-USDT-SWAP,1m,68036.9,68037,68006,68021.3,2124.48,21.2448,1445003.68042
